"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"2969","7","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","5","nmod","_","_",,
"2977","2","Bernabò","Bernabò","PROPN","SP","_","19","nsubj","_","SpaceAfter=No",,
"2980","5","Parigi","Parigi","PROPN","SP","_","2","nmod","_","_",,
"2992","16","Genova","Genova","PROPN","SP","_","14","nmod","_","_",,
"3050","21","Genova","Genova","PROPN","SP","_","19","obl","_","SpaceAfter=No",,
"3111","6","Genova","Genova","PROPN","SP","_","4","obl","_","_",,
"3225","2","Madonna","Madonna","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"3232","9","Dio","dio","PROPN","SP","_","4","obl","_","SpaceAfter=No",,
"3326","2","Ahi","Ahi","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"3333","3","Dio","dio","PROPN","SP","_","1","nmod","_","SpaceAfter=No",,
"3356","1","Idio","Idio","PROPN","SP","_","7","nsubj","_","SpaceAfter=No",,
"3610","9","Genova","Genova","PROPN","SP","_","7","obl","_","_",,
"3721","95","En","en","PROPN","SP","_","94","obj","_","_",,
"3722","96","Cararh","Cararh","PROPN","SP","_","95","flat:name","_","SpaceAfter=No",,
"3740","114","Alba","alba","PROPN","SP","_","111","obl","_","_",,
"3781","24","Sicuran","Sicuran","PROPN","SP","_","23","obj","_","_",,
"3783","26","Finale","finale","PROPN","SP","_","23","obl","_","SpaceAfter=No",,
"3840","16","Alessandria","Alessandria","PROPN","SP","_","14","obl","_","_",,
"3872","16","Sicurano","Sicurano","PROPN","SP","_","14","nmod","_","SpaceAfter=No",,
"3978","35","Acri","Acri","PROPN","SP","_","33","nmod","_","_",,
"4052","13","Sicurano","Sicurano","PROPN","SP","_","12","obj","_","SpaceAfter=No",,
"4071","3","Sicurano","Sicurano","PROPN","SP","_","1","nsubj","_","_",,
"4073","5","Acri","Acri","PROPN","SP","_","1","obl","_","_",,
"4211","4","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","3","nsubj","_","_",,
"4213","6","Piagenza","Piagenza","PROPN","SP","_","4","nmod","_","_",,
"4251","2","Messer","Messer","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"4278","14","Sicurano","Sicurano","PROPN","SP","_","17","nsubj","_","SpaceAfter=No",,
"4323","19","Disse","dire","PROPN","SP","_","3","parataxis","_","_",,
"4324","20","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","19","flat:name","_","SpaceAfter=No",,
"4330","2","Messere","Messere","PROPN","SP","_","6","obl","_","SpaceAfter=No",,
"4355","25","Sicuran","Sicuran","PROPN","SP","_","26","nsubj","_","_",,
"4365","5","Idio","Idio","PROPN","SP","_","7","nsubj","_","_",,
"4398","11","de","de","PROPN","SP","_","10","nmod","_","SpaceAfter=No",,
"4476","25","Sicurano","Sicurano","PROPN","SP","_","20","obl","_","SpaceAfter=No",,
"4490","39","Sicurano","Sicurano","PROPN","SP","_","38","obj","_","SpaceAfter=No",,
"4675","14","Sicurano","Sicurano","PROPN","SP","_","12","obl","_","SpaceAfter=No",,
"4693","3","Bernabò","Bernabò","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"4704","14","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","25","conj","_","SpaceAfter=No",,
"4760","9","Sicurano","Sicurano","PROPN","SP","_","7","nmod","_","SpaceAfter=No",,
"4808","10","Zinevra","Zinevra","PROPN","SP","_","8","nmod","_","SpaceAfter=No",,
"4826","28","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","26","nmod","_","_",,
"4887","29","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","25","obl","_","_",,
"5001","30","Ginevra","Ginevra","PROPN","SP","_","27","nmod","_","SpaceAfter=No",,
"5006","35","Sicuran","Sicuran","PROPN","SP","_","27","appos","_","_",,
"5034","21","Bernabò","Bernabò","PROPN","SP","_","22","obl","_","_",,
"5101","7","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","4","obj","_","_",,
"5156","8","Ambruogiuolo","Ambruogiuolo","PROPN","SP","_","5","nmod","_","_",,
"5193","12","Bernabò","Bernabò","PROPN","SP","_","5","obl","_","_",,
"5198","17","Zinevra","Zinevra","PROPN","SP","_","16","nmod","_","_",,
"5201","20","Zinevra","Zinevra","PROPN","SP","_","19","nmod","_","_",,
"5261","22","Genova","Genova","PROPN","SP","_","20","obl","_","_",,
"5289","19","Zinevra","Zinevra","PROPN","SP","_","18","conj","_","SpaceAfter=No",,
