"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1885","6","Currado","Currado","PROPN","SP","_","7","nmod","_","_",,
"1887","8","Beritola","Beritola","PROPN","SP","_","4","nmod","_","SpaceAfter=No",,
"1928","8","Ponzo","Ponzo","PROPN","SP","_","6","obl","_","_",,
"1936","16","Beritola","Beritola","PROPN","SP","_","15","obj","_","_",,
"1955","35","Genova","Genova","PROPN","SP","_","37","obl","_","_",,
"1989","27","Guasparrin","Guasparrin","PROPN","SP","_","26","nmod","_","_",,
"1990","28","Doria","Doria","PROPN","SP","_","27","flat:name","_","_",,
"1995","33","Beritola","Beritola","PROPN","SP","_","32","nmod","_","_",,
"2213","5","Giuffredi","Giuffredio","PROPN","SP","_","3","nmod","_","_",,
"2215","7","Giannotto","Giannotto","PROPN","SP","_","5","conj","_","_",,
"2217","9","Procida","Procida","PROPN","SP","_","3","nmod","_","_",,
"2239","7","Giuffredi","Giuffrede","PROPN","SP","_","5","obl","_","_",,
"2326","30","Guasparino","Guasparino","PROPN","SP","_","29","nmod","_","SpaceAfter=No",,
"2332","2","Giannotto","Giannotto","PROPN","SP","_","44","nsubj","_","SpaceAfter=No",,
"2365","34","Alessandria","Alessandria","PROPN","SP","_","35","obl","_","_",,
"2374","42","Guasparino","Guasparino","PROPN","SP","_","41","nmod","_","_",,
"2409","17","Guasparrino","Guasparrino","PROPN","SP","_","16","obj","_","SpaceAfter=No",,
"2448","55","Carlo","Carlo","PROPN","SP","_","54","amod","_","_",,
"2462","68","Lunigiana","Lunigiana","PROPN","SP","_","66","obl","_","SpaceAfter=No",,
"2472","6","Currado","Currado","PROPN","SP","_","4","nmod","_","_",,
"2473","7","Malaspina","Malaspina","PROPN","SP","_","6","flat:name","_","_",,
"2505","16","Currado","Currado","PROPN","SP","_","14","nmod","_","_",,
"2550","3","Giannotto","Giannurre","PROPN","SP","_","10","nsubj","_","_",,
"2556","8","Currado","Currado","PROPN","SP","_","6","nmod","_","SpaceAfter=No",,
"2563","15","Currado","Currado","PROPN","SP","_","13","nmod","_","SpaceAfter=No",,
"2569","21","Spina","spina","PROPN","SP","_","10","ccomp","_","SpaceAfter=No",,
"2575","27","Niccolò","Niccolò","PROPN","SP","_","24","nmod","_","_",,
"2577","29","Grignano","Grignano","PROPN","SP","_","24","nmod","_","_",,
"2615","25","Giannotto","Giannotto","PROPN","SP","_","20","obl","_","SpaceAfter=No",,
"2704","17","Giannotto","Giannotto","PROPN","SP","_","15","nmod","_","SpaceAfter=No",,
"2794","33","Currado","Currado","PROPN","SP","_","31","obl:agent","_","_",,
"2888","30","Currado","Currado","PROPN","SP","_","28","nmod","_","_",,
"3093","3","Giannotto","Giannotto","PROPN","SP","_","1","obj","_","_",,
"3096","6","Spina","spina","PROPN","SP","_","3","conj","_","_",,
"3113","21","Currado","Currado","PROPN","SP","_","19","xcomp","_","_",,
"3123","31","Piero","Piero","PROPN","SP","_","30","nmod","_","_",,
"3125","33","Raona","Raona","PROPN","SP","_","30","nmod","_","_",,
"3130","38","Gian","Gian","PROPN","SP","_","37","xcomp","_","_",,
"3132","40","Procida","Procida","PROPN","SP","_","38","nmod","_","_",,
"3136","44","Cicilia","Cicilia","PROPN","SP","_","42","nmod","_","_",,
"3144","51","Carlo","Carlo","PROPN","SP","_","50","nmod","_","SpaceAfter=No",,
"3151","3","Currado","Currado","PROPN","SP","_","8","obl","_","SpaceAfter=No",,
"3165","3","Giannotto","Giannotto","PROPN","SP","_","20","nsubj","_","_",,
"3284","7","Cicilia","Cicilia","PROPN","SP","_","5","obl","_","SpaceAfter=No",,
"3289","12","Giannotto","Giannotto","PROPN","SP","_","13","nsubj","_","_",,
"3296","2","El","El","PROPN","SP","_","3","nsubj","_","_",,
"3349","28","Manfredi","Manfredio","PROPN","SP","_","27","nmod","_","SpaceAfter=No",,
"3379","7","Giannotto","Giannotto","PROPN","SP","_","6","xcomp","_","_",,
"3414","12","Arrighetto","Arrighettere","PROPN","SP","_","3","appos","_","_",,
"3415","13","Capece","Capece","PROPN","SP","_","12","flat:name","_","SpaceAfter=No",,
"3420","18","Giannotto","Giannotto","PROPN","SP","_","3","conj","_","_",,
"3422","20","Giuffredi","Giuffredio","PROPN","SP","_","22","nsubj","_","_",,
"3444","16","Cicilia","Cicilia","PROPN","SP","_","14","obl","_","_",,
"3475","19","Currado","Currado","PROPN","SP","_","17","obl","_","SpaceAfter=No",,
"3482","3","Currado","Currado","PROPN","SP","_","0","root","_","_",,
"3504","22","Beritola","Beritola","PROPN","SP","_","21","nmod","_","_",,
"3513","31","Arrighetto","Arrighetto","PROPN","SP","_","29","obl","_","_",,
"3516","34","Giuffredi","Giuffrede","PROPN","SP","_","35","nsubj","_","_",,
"3558","3","Currado","Currado","PROPN","SP","_","2","obj","_","_",,
"3613","7","Giannotto","Giannotto","PROPN","SP","_","5","obj","_","_",,
"3634","28","Giuffredi","Giuffredere","PROPN","SP","_","35","nsubj","_","_",,
"3637","31","Arrighetto","Arrighetto","PROPN","SP","_","29","nmod","_","_",,
"3638","32","Capece","Capece","PROPN","SP","_","31","flat:name","_","SpaceAfter=No",,
"3647","2","Giannotto","Giannotto","PROPN","SP","_","5","obl","_","SpaceAfter=No",,
"3831","6","Spina","spina","PROPN","SP","_","27","nsubj","_","_",,
"3949","8","Giannotto","Giannotto","PROPN","SP","_","6","nmod","_","SpaceAfter=No",,
"3994","8","Currado","Currado","PROPN","SP","_","10","nsubj","_","_",,
"4032","2","Currado","Currado","PROPN","SP","_","17","nsubj","_","SpaceAfter=No",,
"4278","41","Spina","spina","PROPN","SP","_","39","obj","_","SpaceAfter=No",,
"4301","64","Currado","Currado","PROPN","SP","_","71","obl","_","SpaceAfter=No",,
"4359","120","Spina","spina","PROPN","SP","_","118","nsubj","_","SpaceAfter=No",,
"4405","7","Currado","Currado","PROPN","SP","_","5","nmod","_","_",,
"4475","53","Cavriuola","Cavriuola","PROPN","SP","_","50","conj","_","SpaceAfter=No",,
"4517","32","Cavriuola","Cavriuola","PROPN","SP","_","33","nsubj","_","_",,
"4601","3","Currado","Currado","PROPN","SP","_","2","obj","_","_",,
"4668","3","Currado","Currado","PROPN","SP","_","2","nsubj","_","SpaceAfter=No",,
"4708","17","Giuffredi","Giuffredio","PROPN","SP","_","16","obj","_","SpaceAfter=No",,
"4737","25","Giuffredi","Giuffrede","PROPN","SP","_","26","nsubj","_","_",,
"4800","33","Cicilia","Cicilia","PROPN","SP","_","31","obl","_","SpaceAfter=No",,
"4803","36","Allora","allora","PROPN","SP","_","45","nsubj","_","_",,
"4804","37","Currado","Currado","PROPN","SP","_","36","flat:name","_","_",,
"4840","21","Currado","Currado","PROPN","SP","_","22","nsubj","_","_",,
"4862","5","Beritola","Beritola","PROPN","SP","_","4","nsubj","_","SpaceAfter=No",,
"4868","11","Currado","Currado","PROPN","SP","_","9","nmod","_","_",,
"5024","6","Beritola","Beritola","PROPN","SP","_","5","obj","_","_",,
"5031","12","Currado","Currado","PROPN","SP","_","10","nmod","_","_",,
"5036","16","Spina","spina","PROPN","SP","_","10","conj","_","_",,
"5136","40","Currado","Currado","PROPN","SP","_","38","obj","_","_",,
"5166","70","Giuffredi","Giuffredio","PROPN","SP","_","69","obj","_","SpaceAfter=No",,
"5172","2","Currado","Currado","PROPN","SP","_","6","obl","_","SpaceAfter=No",,
"5239","47","Guasparrin","Guasparrin","PROPN","SP","_","46","nmod","_","_",,
"5240","48","Doria","Doria","PROPN","SP","_","47","flat:name","_","_",,
"5274","10","Cicilia","Cicilia","PROPN","SP","_","8","obl","_","SpaceAfter=No",,
"5343","3","Currado","Currado","PROPN","SP","_","1","obl","_","_",,
"5347","7","Giuffredi","Giuffrede","PROPN","SP","_","5","nmod","_","SpaceAfter=No",,
"5358","18","Genova","Genova","PROPN","SP","_","15","conj","_","_",,
"5361","21","Cicilia","Cicilia","PROPN","SP","_","18","conj","_","SpaceAfter=No",,
"5369","4","Genova","Genova","PROPN","SP","_","5","obl","_","_",,
"5374","9","Guasparrino","Guasparrino","PROPN","SP","_","8","nmod","_","SpaceAfter=No",,
"5379","14","Currado","Currado","PROPN","SP","_","12","nmod","_","_",,
"5385","20","Scacciato","Scacciare","PROPN","SP","_","27","nsubj","_","_",,
"5401","35","Currado","Currado","PROPN","SP","_","38","obl","_","_",,
"5406","40","Giuffredi","Giuffrede","PROPN","SP","_","38","obl","_","_",,
"5415","1","Messer","Messer","PROPN","SP","_","4","nsubj","_","_",,
"5416","2","Guasparrin","Guasparrin","PROPN","SP","_","1","flat:name","_","_",,
"5437","9","Currado","Currado","PROPN","SP","_","7","obl","_","_",,
"5504","23","Giannotto","Giannotto","PROPN","SP","_","21","nmod","_","SpaceAfter=No",,
"5515","34","Giuffredi","Giuffredio","PROPN","SP","_","33","obj","_","SpaceAfter=No",,
"5571","9","Cicilia","Cicilia","PROPN","SP","_","7","nmod","_","_",,
"5574","12","Arrighetto","Arrighetto","PROPN","SP","_","14","nsubj","_","_",,
"5610","1","Messer","Messer","PROPN","SP","_","21","nsubj","_","_",,
"5611","2","Guasparrin","Guasparrin","PROPN","SP","_","1","flat:name","_","SpaceAfter=No",,
"5627","16","Currado","Currado","PROPN","SP","_","14","nmod","_","_",,
"5711","94","Arrighetto","Arrighetto","PROPN","SP","_","96","nsubj","_","_",,
"5751","22","Currado","Currado","PROPN","SP","_","20","nmod","_","_",,
"5767","38","Lerici","Lerico","PROPN","SP","_","36","obl","_","SpaceAfter=No",,
"5773","44","Currado","Currado","PROPN","SP","_","52","obl","_","SpaceAfter=No",,
"5786","57","Currado","Currado","PROPN","SP","_","55","nmod","_","_",,
"5843","38","Guasparrino","Guasparrino","PROPN","SP","_","37","obj","_","_",,
"5860","54","Currado","Currado","PROPN","SP","_","46","nmod","_","_",,
"5911","11","Domenedio","Domenedio","PROPN","SP","_","16","nsubj","_","SpaceAfter=No",,
"5934","32","Capece","Capece","PROPN","SP","_","31","nmod","_","SpaceAfter=No",,
"5975","35","Cicilia","Cicilia","PROPN","SP","_","36","obl","_","SpaceAfter=No",,
"5984","44","Arrighetto","Arrighetto","PROPN","SP","_","32","nmod","_","_",,
"5994","54","Carlo","Carlo","PROPN","SP","_","53","amod","_","_",,
"6042","98","Carlo","Carlo","PROPN","SP","_","97","nmod","_","_",,
"6077","15","Petro","Petro","PROPN","SP","_","14","nmod","_","SpaceAfter=No",,
"6197","20","Beritola","Beritola","PROPN","SP","_","19","nmod","_","_",,
"6200","23","Giuffredi","Giuffrede","PROPN","SP","_","20","conj","_","_",,
"6235","6","Giuffredi","Giuffrede","PROPN","SP","_","1","conj","_","_",,
"6283","54","Currado","Currado","PROPN","SP","_","48","conj","_","_",,
"6307","75","Arrighetto","Arrighetto","PROPN","SP","_","78","conj","_","_",,
"6329","4","Guasparrin","Guasparrin","PROPN","SP","_","3","obj","_","_",,
"6351","26","Scacciato","Scacciato","PROPN","SP","_","29","obl","_","_",,
"6356","31","Arrighetto","Arrighetto","PROPN","SP","_","29","obl","_","_",,
"6400","6","Currado","Currado","PROPN","SP","_","5","obj","_","_",,
"6434","11","Beritola","Beritola","PROPN","SP","_","10","nmod","_","_",,
"6437","14","Giuffredi","Giuffrede","PROPN","SP","_","10","conj","_","_",,
"6453","28","Currado","Currado","PROPN","SP","_","26","nmod","_","_",,
"6463","37","Guasparrino","Guasparrino","PROPN","SP","_","36","nmod","_","SpaceAfter=No",,
"6472","46","Spina","spina","PROPN","SP","_","44","obj","_","_",,
"6489","8","Cicilia","Cicilia","PROPN","SP","_","9","obl","_","_",,
"6497","16","Arrighetto","Arrighetto","PROPN","SP","_","14","nmod","_","_",,
"6510","29","Palermo","Palermo","PROPN","SP","_","27","obl","_","_",,
"6547","24","Domenedio","Domenedio","PROPN","SP","_","23","nmod","_","SpaceAfter=No",,
