"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"5878","3","Giannetta","Giannetta","PROPN","SP","_","1","nsubj","_","_",,
"5881","6","Giachetto","Giachetto","PROPN","SP","_","4","obl","_","_",,
"6006","4","Giannetta","Giannetta","PROPN","SP","_","9","nsubj","_","SpaceAfter=No",,
"6236","16","Giachetto","Giachetto","PROPN","SP","_","14","nmod","_","_",,
"6261","11","Giannetta","Giannetta","PROPN","SP","_","9","obj","_","SpaceAfter=No",,
"6276","9","Dio","Dio","PROPN","SP","_","10","nsubj","_","_",,
"6356","1","Giachetto","Giachetto","PROPN","SP","_","5","nsubj","_","SpaceAfter=No",,
"6492","16","Anguersa","anguersa","PROPN","SP","_","14","nmod","_","_",,
"6503","27","Francia","Francia","PROPN","SP","_","25","nmod","_","SpaceAfter=No",,
"6573","15","Inghilterra","Inghilterra","PROPN","SP","_","13","nmod","_","_",,
"6581","23","Perotto","Perotto","PROPN","SP","_","25","nmod","_","_",,
"6586","28","Giachetto","Giachetto","PROPN","SP","_","25","conj","_","_",,
"6587","29","Lamiens","Lamiens","PROPN","SP","_","28","flat:name","_","SpaceAfter=No",,
"6670","9","Francia","Francia","PROPN","SP","_","7","nmod","_","_",,
"6698","35","Ruem","Ruem","PROPN","SP","_","33","nmod","_","SpaceAfter=No",,
"6730","67","Anguersa","anguersa","PROPN","SP","_","65","nmod","_","_",,
"6783","44","de","de","PROPN","SP","_","54","nsubj","_","SpaceAfter=No",,
"6873","6","Anguersa","anguersa","PROPN","SP","_","4","nmod","_","_",,
"6957","22","Giachetto","Giachetto","PROPN","SP","_","20","obl","_","_",,
"6967","32","Perotto","Perotto","PROPN","SP","_","30","nmod","_","SpaceAfter=No",,
"6997","12","Perotto","Perotto","PROPN","SP","_","8","obl","_","SpaceAfter=No",,
"7015","4","Giachetto","Giachetto","PROPN","SP","_","10","nsubj","_","SpaceAfter=No",,
"7079","43","Anguersa","Anguerso","PROPN","SP","_","41","nmod","_","SpaceAfter=No",,
"7084","48","Violante","Violante","PROPN","SP","_","27","conj","_","_",,
"7098","62","Anguersa","anguersa","PROPN","SP","_","60","nmod","_","_",,
"7152","13","Giachetto","Giachetto","PROPN","SP","_","10","xcomp","_","SpaceAfter=No",,
"7167","28","Perotto","Perurre","PROPN","SP","_","29","nsubj","_","_",,
"7282","25","Perotto","Perotto","PROPN","SP","_","24","obj","_","_",,
"7284","27","Giachetto","Giachetto","PROPN","SP","_","25","conj","_","_",,
"7300","43","Giachetto","Giachetto","PROPN","SP","_","41","obj","_","_",,
"7387","15","Giachetto","Giachetto","PROPN","SP","_","13","nmod","_","SpaceAfter=No",,
"7425","15","Perotto","Perotto","PROPN","SP","_","13","conj","_","SpaceAfter=No",,
"7433","2","Monsignore","monsignore","PROPN","SP","_","0","root","_","SpaceAfter=No",,
"7530","47","Perotto","Perotto","PROPN","SP","_","46","obj","_","SpaceAfter=No",,
"7582","9","Giachetto","Giachetto","PROPN","SP","_","5","nsubj","_","_",,
"7600","3","Giachetto","Giachetto","PROPN","SP","_","4","nsubj","_","_",,
"7662","39","Giachetto","Giachetto","PROPN","SP","_","40","nsubj","_","_",,
"7669","46","Parigi","Parigi","PROPN","SP","_","44","obl","_","_",,
"7682","59","Perotto","Perotto","PROPN","SP","_","57","nmod","_","SpaceAfter=No",,
"7740","9","Parigi","Parigi","PROPN","SP","_","7","obl","_","_",,
